"TITLE"|"AUTHOR"|"PACE"|"LENGTH"|"PLOT_COMPLEXITY"|"THEMES"|"MOOD"
"Vigilante"|"Claude Bouchard"|""|""|""|""|""
"Instant Karma"|"Marissa Meyer"|"8"|"7"|"9"|"6|7"|"7"
"Somebody's Daughter"|"Ashley C. Ford"|""|""|""|""|""
"The Ashes & the Star-Cursed King"|"Carissa Broadbent"|""|""|""|""|""
"A Three Dog Life"|"Abigail Thomas"|"7"|"8"|"9"|"6|5"|"5"
"The Return"|"Victoria Hislop"|""|""|""|""|""
"The Viper's Nest"|"Peter Lerangis"|"8"|"7"|"9"|"7"|""
"Loving Mr. Daniels"|"Brittainy C. Cherry"|""|""|""|""|""
"Sick Fux"|"Tillie Cole"|""|""|""|""|""
"Feeling Lucky"|"M.S.M. Barkawitz"|""|""|""|""|""
"The Dionysus Connection"|"Liz  Cowan"|""|""|""|""|""
"Killer"|"Sara Shepard"|"1"|"2"|"3"|"4|5"|"5"
"Mistress of the Art of Death"|"Ariana Franklin"|"1"|"4"|"5"|"3|2|4|5"|"5"
"Dire Wolf of the Quapaw: a Jubal Smoak Mystery"|"Phil Truman"|""|""|""|""|""
"The Well House III: The Redemption"|"M.S. Matassa"|""|""|""|""|""
"She Gets the Girl"|"Rachael Lippincott, Alyson Derrick"|""|""|""|""|""
"The Killer Collective"|"Barry Eisler"|"8"|"9"|"7"|"9|8"|"8"
"The Brothers Silver"|"Marc Jampole"|""|""|""|""|""
"A Merciful Secret"|"Kendra Elliot"|"1"|"4"|"3"|"2|5"|"5"
"Veil of Midnight"|"Lara Adrian"|"8"|"9"|"7"|"7|8"|"8"
"Upgrade"|"Blake Crouch"|""|""|""|""|""
"Dragon Bound"|"Thea Harrison"|""|""|""|""|""
"Daniel Deronda"|"Edmund White, George Eliot"|""|""|""|""|""
"The Whole Truth"|"David Baldacci"|""|""|""|""|""
"Transcendence"|"Shay Savage"|""|""|""|""|""
"Desire Unchained"|"Larissa Ione"|""|""|""|""|""
"We Free the Stars"|"Hafsah Faizal"|"1"|"2"|"3"|"4|5"|"5"
"Binti"|"Nnedi Okorafor, N.K. Jemisin"|"1"|"4"|"3"|"5|2"|"2"
"The Touch: A Supernatural Story"|"Robert Flynn III"|""|""|""|""|""
"A Shadow in the Ember"|"Jennifer L. Armentrout"|""|""|""|""|""
"The Bourne Ultimatum"|"Robert Ludlum"|"7"|"9"|"8"|"6|10"|"10"
"The Staff of Serapis"|"Rick Riordan"|"8"|"9"|"10"|"7"|""
"The Lusiads"|"Landeg White, Filipe Rocha Garcia, Richard Francis Burton, Lucas Pozzi de Souza, Isabel Burton, Lus de Cames"|""|""|""|""|""
"This Time It's Real"|"Ann Liang"|""|""|""|""|""
"The House of Sleep"|"Jonathan Coe"|"7"|"8"|"9"|"6|7"|"7"
"Gateway"|"Frederik Pohl"|"1"|"4"|"3"|"5|2"|"2"
"Red Russia"|"Tanya Thompson"|""|""|""|""|""
"Freedom"|"Daniel Suarez"|""|""|""|""|""
"Escaping Destiny"|"Amelia Hutchins"|""|""|""|""|""
"The Good Soldier"|"William Baker, Ford Madox Ford, Mark Oxford, Kenneth Womack"|""|""|""|""|""
"The Left Hand of God"|"Paul  Hoffman"|"8"|"9"|"7"|"6|8"|"8"
"The Biographies of Jesus' Apostles: Ambassadors in Chains"|"James Allen Moseley"|""|""|""|""|""
"Darkness Becomes Her"|"Kelly Keaton"|"1"|"2"|"3"|"4|5"|"5"
"The Grey Wolf"|"Julie Mannino"|""|""|""|""|""
"Alone With You in the Ether"|"Olivie Blake"|""|""|""|""|""
"Bloodmarked"|"Tracy Deonn"|"1"|"4"|"3"|"5|2"|"2"
"Fire & Flood"|"Victoria Scott"|""|""|""|""|""
"The Chronology of Water"|"Chelsea Cain, Lidia Yuknavitch"|""|""|""|""|""
"Incubus Dreams"|"Laurell K. Hamilton"|"5"|"8"|"7"|"6|9|4|3|2|7"|"7"
"Tales of Ordinary Madness"|"Gail Chiarrello, Charles Bukowski"|""|""|""|""|""
"Ruthless People"|"J.J. McAvoy"|""|""|""|""|""
"The Coffin Club"|"Ellen Schreiber"|""|""|""|""|""
"The Edge of Always"|"J.A. Redmerski"|""|""|""|""|""
"Sookie Stackhouse 7-copy Boxed Set"|"Charlaine Harris"|"7"|""|""|""|""
"Addicted After All"|"Becca Ritchie, Krista Ritchie"|""|""|""|""|""
"The Lake of Souls"|"Darren Shan"|""|""|""|""|""
"The Chalice of the Gods"|"Rick Riordan"|""|""|""|""|""
"Point Counter Point"|"Nicholas Mosley, Aldous Huxley"|"

1"|"8"|"2"|"7|3|9|4|8|5|6"|"6"
"Something About You"|"Julie James"|""|""|""|""|""
"Suffer the Children"|"John Saul"|""|""|""|""|""
"Woman on the Edge of Time"|"Marge Piercy"|"8"|"7"|"9"|"9|8"|"8"
"Angels"|"Denis Johnson"|""|""|""|""|""
"A Flicker in the Dark"|"Stacy Willingham"|""|""|""|""|""
"The Nightlife: New York"|"Travis Luedke"|""|""|""|""|""
"Den of Vipers"|"K.A. Knight"|""|""|""|""|""
"Lesson"|"Julie Mannino"|""|""|""|""|""
"The Place That Gave"|"Emem Uko"|""|""|""|""|""
"XOXO"|"Axie Oh"|""|""|""|""|""
"Ethereal"|"Addison Moore"|""|""|""|""|""
"The Queen of Zombie Hearts"|"Gena Showalter"|"8"|"7"|"9"|"6|7"|"7"
"Into the Gauntlet"|"Margaret Peterson Haddix"|""|""|""|""|""
"Diary of a Freedom Writer: The Experience"|"Darrius Garrett"|""|""|""|""|""
"False Step"|"Victoria Helen Stone"|""|""|""|""|""
"How God Gives Us Ice Cream"|"Mary LeBar"|""|""|""|""|""
"Sweetheart, Sweetheart"|"Bernard Taylor"|""|""|""|""|""
"Boys & Girls of Bookland"|"Nora Archibald Smith, Jessie Willcox Smith"|""|""|""|""|""
"Ghoul"|"Brian Keene"|""|""|""|""|""
"The Italian"|"Ann Radcliffe, Robert Miles"|""|""|""|""|""
"The Lancashire Witches"|"William Harrison Ainsworth"|"1"|"4"|"3"|"2|5|4|3"|"5"
"The Face"|"R.L. Stine"|""|""|""|""|""
"Dark Sister"|"Graham Joyce"|""|""|""|""|""
"Why Not You and I"|"Val Lakey Lindahn, Karl Edward Wagner"|""|""|""|""|""
"Garth Marenghi's TerrorTome"|"Garth Marenghi, Matthew Holness"|""|""|""|""|""
"The Secret Bedroom"|"R.L. Stine"|"8"|"6"|"7"|"7"|""
"The House by the Churchyard"|"J. Sheridan Le Fanu"|""|""|""|""|""
"The Blaft Anthology of Tamil Pulp Fiction, Vol. I"|"Pattukkottai Prabakar, Vidya Subramaniam, , Rajesh Kumar, Prajanand V.K., Ramani Chandran, Prithvindra Chakravarti, Pritham K. Chakravarthy, Rakesh Khanna, Pushpa Thangadorai, Resakee, Subha, Indra Soundar Rajan"|"

1"|"8"|"2"|"7|3|9|4|8|5|6"|"7"
"The Dinosaur Knights"|"Victor Miln"|""|""|""|""|""
"White Knuckle"|"Steven  Bruce"|""|""|""|""|""
"Wisconsin Death Trip"|"Warren Susman, Charles Van Schaik, Michael Lesy"|""|""|""|""|""
"Her Own Legacy"|"Debra Borchert"|""|""|""|""|""
"Dermaphoria"|"Craig Clevenger"|"7"|"9"|"8"|"6|10"|"10"
"Check & Mate"|"Ali Hazelwood"|""|""|""|""|""
"The Origin of Consciousness in the Breakdown of the Bicameral Mind"|"Julian Jaynes"|""|""|""|""|""
"The Undertaking of Hart and Mercy"|"Megan Bannen"|""|""|""|""|""
"Secrets of a Prayer Warrior"|"Derek Prince"|"7"|"8"|"9"|"6|7"|"7"
"The Land of Laughs"|"Jonathan Carroll"|""|""|""|""|""
"Fables of the Reconstruction"|"Jez Jones"|""|""|""|""|""
"The Covert Passive Aggressive Narcissist: Recognizing the Traits and Finding Healing After Hidden Emotional and Psychological Abuse"|"Debbie Mirza"|""|""|""|""|""
"Plutarch's Lives: Volume I"|"James Atlas, Arthur Hugh Clough, John Dryden, Plutarch"|""|""|""|""|""
"The Seven Year Slip"|"Ashley Poston"|""|""|""|""|""
"Voice of the Gods"|"Trudi Canavan"|""|""|""|""|""
"Conversation in the Cathedral"|"Gregory Rabassa, Mario Vargas Llosa"|"1"|"9"|"8"|"7|6|10|5|4|3|2"|"2"
"The Assiduous Quest of Tobias Hopkins: The Complete Novel"|"James Faro"|""|""|""|""|""
"All Thats Left in the World"|"Erik J. Brown"|""|""|""|""|""
"Song of the Silent Snow"|"Hubert Selby Jr."|""|""|""|""|""
"The Seer and the Sword"|"Victoria Hanley"|"8"|"7"|"6"|"7|8"|"8"
"Homecoming: The Assiduous Quest of Tobias Hopkins - Part One"|"James Faro"|""|""|""|""|""
"The Secret of Skeleton Island"|"Robert Arthur"|""|""|""|""|""
"Girl on Trial"|"Kathleen Fine"|""|""|""|""|""
"Threshold"|"Caitln R. Kiernan"|""|""|""|""|""
"Death Walkers"|"Gary Brandner"|""|""|""|""|""
"Hold Tight"|"Harlan Coben"|""|""|""|""|""
"Wisdom"|"Amanda Hocking"|""|""|""|""|""
"Angles - Part I"|"Erin Lockwood"|""|""|""|""|""
"The Orchard"|"David Hopen"|""|""|""|""|""
"Musical Chairs"|"Jennifer Knox"|""|""|""|""|""
"All of the Rogers"|"Erin Lockwood"|""|""|""|""|""
"Leaving Isn't the Hardest Thing"|"Lauren  Hough"|"8"|"7"|"9"|"9|8"|"8"
"Shades of Midnight"|"Lara Adrian"|""|""|""|""|""
"Fable"|"Adrienne Young"|""|""|""|""|""
"The Fine Print"|"Lauren Asher"|""|""|""|""|""
"Bad Moon Rising"|"Sherrilyn Kenyon"|""|""|""|""|""
"Kerri's War"|"Stephen Douglass"|""|""|""|""|""
"Letter to a Child Never Born"|"Oriana Fallaci,  "|""|""|""|""|""
"The Truth Behind the Lies: One Mans Journey Through Wwiii"|"Jaeson D. Rau"|""|""|""|""|""
"Cash"|"Patrick   Carr, Johnny Cash"|""|""|""|""|""
"Trust: Betrayed"|"Cristiane Serruya"|""|""|""|""|""
"If I Should Die Before My Dog"|"Joe Connolly, Cathy Connolly"|""|""|""|""|""
"First Light"|"R.L.  Douglas"|""|""|""|""|""
"Carnelian"|"B. Kristin McMichael"|"1"|"4"|"3"|"2|5"|"5"
"Conjured"|"Chelsea Luna"|""|""|""|""|""
"Stay with Me"|"Nicole Fiorina"|""|""|""|""|""
"All My Life"|"Rucy Ban"|""|""|""|""|""
"Mysterious Skin"|"Scott Heim"|"9"|"10"|"8"|"9|10"|"10"
"Cerulean Sins"|"Laurell K. Hamilton"|""|""|""|""|""
"The Girl In The Toile Wallpaper"|"Mary K. Savarese"|""|""|""|""|""
"New England Witch Chronicles"|"Chelsea Luna"|""|""|""|""|""
"The Devil's Eyes"|"Jennifer Loren"|""|""|""|""|""
"Mallard the Quack"|"Adam Nicke"|""|""|""|""|""
"Obscured Darkness"|"Rebekah McClew"|""|""|""|""|""
"The Illustrated Vivian Stanshall: A Fairytale of Grimm Art"|"Ki Longfellow, Ben Wickey"|""|""|""|""|""
"What You Did"|"Claire McGowan"|""|""|""|""|""
"Stars in My Pocket Like Grains of Sand"|"Samuel R. Delany, Carl Freedman"|""|""|""|""|""
"This Time Tomorrow"|"Emma Straub"|""|""|""|""|""
"Only Good Enemies"|"Jennifer Estep"|""|""|""|""|""
"The Hunted"|"Julie Mannino"|""|""|""|""|""
"MARS"|"Jasmine  Rose"|""|""|""|""|""
"Forget You"|"Jennifer Echols"|""|""|""|""|""
"The Dwarf"|"Alexandra Dick, Pr Lagerkvist"|""|""|""|""|""
"Holy Fools"|"Joanne Harris"|"8"|"7"|"9"|"6|7"|"7"
"Blue Noon"|"Scott Westerfeld"|""|""|""|""|""
"Thrse Raquin"|"Ernest Alfred Vizetelly, Robin Buss, mile Zola"|"3"|"4"|"5"|"2|4|3|5"|"3"
"Burner"|"Mark Greaney"|""|""|""|""|""
"Faerie Tale"|"Raymond E. Feist"|"1"|"2"|"3"|"4|5"|"5"
"Wicked Betrayal"|"Chelsea Luna"|""|""|""|""|""
"When It Rains"|"Lisa De Jong"|""|""|""|""|""
"Betrayal of Justice"|"Mark M. Bello"|""|""|""|""|""
"The Museum of Innocence"|"Maureen Freely, Orhan Pamuk"|""|""|""|""|""
"Vampire Mistress"|"Joey W. Hill"|""|""|""|""|""
"Mary, Mary"|"James Patterson"|""|""|""|""|""
"King of Pride"|"Ana Huang"|""|""|""|""|""
"Past, Present, and Promises"|"Patricia H. Graham, Verna C. Humphrey"|""|""|""|""|""
"The Upside of Falling"|"Alex Light"|""|""|""|""|""
"Lost in the Crowd"|"M.J. Santley"|""|""|""|""|""
"After Death"|"Dean Koontz"|""|""|""|""|""
"Here's to Us"|"Becky Albertalli, Adam Silvera"|""|""|""|""|""
"Public Information"|"Rolf Margenau"|""|""|""|""|""
"Spring Snow"|"Michael       Gallagher, Yukio Mishima"|""|""|""|""|""
"The Ruins of Woodman's Village"|"Albert Waitt"|""|""|""|""|""
"Glorious Christmas"|"Cece Whittaker"|""|""|""|""|""
"Grit: The Banter and Brutality of the Late-Night Cab"|"Karl Wiggins"|""|""|""|""|""
"The Final Girl Support Group"|"Grady Hendrix"|"8"|"9"|"7"|"8|6"|"6"
"Cinema of Shadows"|"Michael  West"|""|""|""|""|""
"Fatal Identity"|"Karl Braungart"|""|""|""|""|""
"Amatore's Restaurant"|"James Sillwood"|""|""|""|""|""
"Introductions"|"C.L. Stone"|""|""|""|""|""
"Arsne Lupin, Gentleman-Thief"|"Alexander Teixeira de Mattos, Michael Sims, Maurice Leblanc"|""|""|""|""|""
"Willing Captive"|"Belle Aurora"|""|""|""|""|""
"Clarissa, or, The History of a Young Lady"|"Angus Ross, Samuel Richardson"|""|""|""|""|""
"Birdy"|"William Wharton"|"8"|"7"|"9"|"9"|""
"The Assassin and the Empire"|"Sarah J. Maas"|"3"|"4"|"5"|"2|4"|"4"
"The Fall of the Phoenix"|"Daniel  Kelly"|""|""|""|""|""
"Poems from Still Waters Running Deep"|"Emma McClain"|""|""|""|""|""
"Not That Bad: Dispatches from Rape Culture"|"Vanessa Mrtir, Brandon  Taylor, Roxane Gay, xTx, Elissa Bassist, Lisa Mecham, Amy Jo Burns, Miriam Zoila Prez, So Mayer, A.J. McKenna, Liz Rosema, Aubrey Hirsch, Claire Schwartz, V.L. Seek, Lyz Lenz, Gabrielle Union, Michelle Chen, Zo Medeiros, Anthony Frame, Emma Smith-Stevens, Nicole Boyce, Ally Sheedy, Sharisse Tracey, Lynn Melnick, Meredith Talusan, Elisabeth Fairfield Stokes, Samhita Mukhopadhyay, Jill Christman, Stacey May Fowles, Nora Salem"|""|""|""|""|""
"Just a Typo: The Cancellation of Celebrity Mo Riverlake"|"John Bennardo"|""|""|""|""|""
"The Complete Aubrey/Maturin Novels"|"Patrick O'Brian"|"1"|"9"|"8"|"7|10|6|5|9|8"|"7"
"Fate"|"Amanda Hocking"|""|""|""|""|""
"The Natural"|"Bernard Malamud, Kevin Baker"|""|""|""|""|""
"Sidetracked"|"S.T. Abby"|""|""|""|""|""
"Wildfire"|"Hannah  Grace"|""|""|""|""|""
"Pants on Fire"|"Meg Cabot"|"8"|"7"|"9"|"6|7"|"7"
"Daughter of No Worlds"|"Carissa Broadbent"|""|""|""|""|""
"Curse of the Bane"|"Patrick  Arrasmith, Joseph  Delaney"|""|""|""|""|""
"The Art of Living: The Classical Manual on Virtue, Happiness and Effectiveness"|"Sharon Lebell, Epictetus"|"1"|"9"|"8"|"7|10|9|8"|"9"
"Rock Chick Rescue"|"Kristen Ashley"|"8"|"9"|"7"|"6|8"|"8"
"The Jasmine Throne"|"Tasha Suri"|"1"|"2"|"3"|"4|5"|"5"
"Why I Am Not a Christian and Other Essays on Religion and Related Subjects"|"Paul  Edwards, Bertrand Russell"|"1"|"2"|"3"|"4|5"|"5"
"Lesson II"|"Julie Mannino"|""|""|""|""|""
"Spook House"|"Michael  West"|""|""|""|""|""
"A Day of Fallen Night"|"Samantha    Shannon"|""|""|""|""|""
"Charly"|"Jack Weyland"|""|""|""|""|""
"Bonfire"|"Krysten Ritter"|""|""|""|""|""
"Dead Beautiful"|"Yvonne Woon"|"1"|"2"|"3"|"4|5"|"5"
"Cancer: It can be a lonely journey"|"Ron Millicent"|""|""|""|""|""
"Foul Lady Fortune"|"Chloe Gong"|""|""|""|""|""
"Gone Tomorrow"|"Lee Child"|""|""|""|""|""
"Royal Blood"|"Ellen Schreiber"|""|""|""|""|""
"Pan"|"Sverre Lyngstad, Knut Hamsun"|""|""|""|""|""
"Stranded with a Billionaire"|"Kerstin Fricke, Jessica Clare"|""|""|""|""|""
"The Elephant Man"|"Christine Sparks"|""|""|""|""|""
"The Woodlanders"|"Patricia Ingham, Thomas Hardy"|""|""|""|""|""
"Did I Mention I Love You?"|"Estelle Maskame"|""|""|""|""|""
"The Walking Drum"|"Louis l'Amour"|""|""|""|""|""
"The Kiss Thief"|"L.J. Shen, Charline McGregor"|""|""|""|""|""
"The Soldiers of Halla"|"D.J. MacHale"|"7"|"8"|"9"|"6|7"|"7"
"The Improbable Wonders of Moojie Littleman"|"Robin  Gregory"|""|""|""|""|""
"Dance with a Vampire"|"Ellen Schreiber"|""|""|""|""|""
"Vampireville"|"Ellen Schreiber"|""|""|""|""|""
"Bleeding Violet"|"Dia Reeves"|""|""|""|""|""
"A Touch of Darkness"|"Scarlett St.  Clair"|""|""|""|""|""
"The Black Circle"|"Patrick Carman"|""|""|""|""|""
"Wayward"|"Blake Crouch"|""|""|""|""|""
"Prince of Pain IV"|"Julie Mannino"|""|""|""|""|""
"The Maddest Obsession"|"Danielle Lori"|""|""|""|""|""
"Midnight's Daughter"|"Karen Chance"|""|""|""|""|""
"Sex at Dawn: The Prehistoric Origins of Modern Sexuality"|"Cacilda Jeth, Christopher  Ryan"|"

1"|"8"|"2"|"9|3|7|4|5|8"|"8"
"Radiance"|"Alyson Noel"|""|""|""|""|""
"Penis Politics: A Memoir of Women, Men and Power"|"Karen  Hinton"|""|""|""|""|""
"That Wedding"|"Jillian Dodd"|""|""|""|""|""
"From Brexit to Brazil"|"John Richard Spencer"|""|""|""|""|""
"Every Boy's Got One"|"Meg Cabot"|"8"|"7"|"6"|"5"|""
"I Will Wait for You: Eternal Bliss"|"Linda Masemore Pirrung"|""|""|""|""|""
"The Assistant"|"Elle Brace"|""|""|""|""|""
"Unhinged"|"A.G. Howard"|""|""|""|""|""
"A Man"|"Oriana Fallaci"|""|""|""|""|""
"I Kissed Shara Wheeler"|"Casey McQuiston"|""|""|""|""|""
"Six Characters in Search of an Author"|"Edward Storer, Luigi Pirandello"|""|""|""|""|""
"Slide, a Modern Satire on the Excess of Greed"|"Saira Viola"|""|""|""|""|""
"Undying"|"Bernadette Azizi"|""|""|""|""|""
"As the Matzo Ball Turns"|"Jozef Rothstein"|""|""|""|""|""
"The Mystery of Revenge"|"G.X. Chen"|""|""|""|""|""
"Interview with a Master"|"Jason Luke"|""|""|""|""|""
"Lucky Go Happy: Make Happiness Happen!"|"Paul Van Der Merwe"|""|""|""|""|""
"Poet Anderson ...of Nightmares"|"Suzanne Young, Tom DeLonge"|""|""|""|""|""
"Stuck in the Game"|"Christopher Keene"|""|""|""|""|""
"The Infinite Jeff: A Parable of Change"|"Will Holcomb"|""|""|""|""|""
"The Haunted Vagina"|"Carlton Mellick III"|""|""|""|""|""
"Devil Girls"|"Ed Wood"|""|""|""|""|""
"I Am a Little Fox"|"Amrei Fechner"|""|""|""|""|""
"Nightblood"|"T. Chris Martindale"|""|""|""|""|""
"The Vampyre and Other Tales of the Macabre"|"James Hogg, Robert  Morrison, William Carleton, Letitia E. Landon, Horace Smith, Charles James Lever, Allan Cunningham, Chris Baldick, Nathaniel Parker Willis, Catherine Gore, J. Sheridan Le Fanu, John William Polidori, Edward Bulwer-Lytton"|"1"|"8"|"7"|"5|6|4|9|3|2|10|8|7"|"7"
"Wait and See"|"Ruby Jean Jensen"|""|""|""|""|""
"The Old English Baron"|"James Trainer, James Watt, Clara Reeve"|""|""|""|""|""
"Bad Brains"|"Kathe Koja"|""|""|""|""|""
"Ritual"|"David Pinner"|""|""|""|""|""
"The Sorrows of Satan; or, The Strange Experience of One Geoffrey Tempest, Millionaire"|"Peter Keating, Marie Corelli"|""|""|""|""|""
"Red Hands"|"Christopher Golden"|"8"|"7"|"9"|"8|7"|"7"
"The Widow of Ratchets"|"Owen Brookes"|"1"|"4"|"3"|"5|2"|"2"
"The Other Log of Phileas Fogg"|"Philip Jos Farmer"|""|""|""|""|""
"Come with Me"|"Ronald Malfi"|""|""|""|""|""
"A Pickle for the Knowing Ones or Plain Truths in a Homespun Dress"|"Timothy Dexter"|""|""|""|""|""
"The Pallbearers Club"|"Paul Tremblay"|""|""|""|""|""
"Rookwood"|"William Harrison Ainsworth, Paul Curran"|""|""|""|""|""
"Tom Sutton's Creepy Things"|"Nicola Cuti, Tom Sutton, Joe Gill"|""|""|""|""|""
"The Haunted Cavern: A Caledonian Tale"|"John Palmer Jr., Joel T. Terranova"|"1"|"3"|"4"|"2|5"|"5"
"Hunting the Dinosaurs and Other Prehistoric Animals"|"Jane Burton, Dougal Dixon"|""|""|""|""|""
"The Castle Spectre"|"Matthew Gregory Lewis"|""|""|""|""|""
"The Unexpected: 18 Tales of Fright and Terror!"|"Don Hudson, Paul Pope, Jill Thompson, Dave   Johnson, Gilbert Hernndez, Dave Gibbons, Cecil Castellucci, Emily Carroll, Dave McCaig, Farel Dalrymple, Andy Lanning, Andrew Dalhouse, Lelio Bonaccorso, Robbi Rodriguez, G. Willow Wilson, Chris Chuckry, Joe Kubert, Denys Cowan, Vctor Santos, Al Ewing, Selwyn Hinds, Angus McKie, Joshua Hale Fialkov, Brian Wood, Cris Peter, Josh Dysart, Toby Litt, Jeffrey Rotter, Lee Loughridge, Andrew Elder, Amy Reeder, John McCrea, Geoff Johns, Rufus Dayglo, Neil Kleid, Lovern Kindzierski, Mary H.K. Choi, Jeff Lemire, Phil Jimenez, Mat Johnson, David Lapham, Alex Grecian, Jos Villarrubia, Mark Buckingham"|""|""|""|""|""
"Just Around The Bend: Ms o Menos"|"Rene Paule"|""|""|""|""|""
"The Millennial Reincarnations"|"Daniel M.  Harrison"|""|""|""|""|""
"You'd Be Home Now"|"Kathleen Glasgow"|""|""|""|""|""
"The Riddle"|"Alison Croggon"|""|""|""|""|""
"Paint It All Red"|"S.T. Abby"|""|""|""|""|""
"Kiss of a Demon King"|"Kresley Cole"|"8"|"9"|"7"|"6|8"|"8"
"Skinwalker"|"Faith Hunter"|""|""|""|""|""
"Holy Bible: New Living Translation"|"Anonymous"|""|""|""|""|""
"Lies a River Deep"|"Vera Jane Cook"|""|""|""|""|""
"Precious Bane"|"Mary Webb"|""|""|""|""|""
"All Families are Psychotic"|"Douglas Coupland"|"7"|"8"|"6"|"9|5"|"5"
"Palace of Treason"|"Jason  Matthews"|""|""|""|""|""
"I Miss The World"|"Violet LeVoit"|""|""|""|""|""
"Freedom At Midnight"|"Dominique Lapierre, Larry Collins"|"1"|"2"|"3"|"4|5"|"5"
"The Art of Seduction"|" ,  , Robert Greene"|""|""|""|""|""
"Gallant"|"V.E.  Schwab, Manuel Sumberac"|""|""|""|""|""
"Eado's Birth"|"Julie Mannino"|""|""|""|""|""
"Child of All Nations"|"Max Lane, Pramoedya Ananta Toer"|""|""|""|""|""
"Lost in Time"|"Melissa de la Cruz"|""|""|""|""|""
"Chloe's Purpose"|"Julie Mannino"|""|""|""|""|""
"Sweetheart"|"Chelsea Cain"|""|""|""|""|""
"Annabel Horton And The Black Witch of Pau"|"Olivia Hardy Ray"|""|""|""|""|""
"Holly"|"Stephen King"|""|""|""|""|""
"Skeleton Tattoos: A Tattoo Coloring Book For Adults, Relaxation With Beautiful Modern Tattoo Designs Such As Sugar Skulls, Animals, Guns, Roses and More!"|"Lina STORE"|""|""|""|""|""
"Talon"|"Julie Kagawa"|"1"|"4"|"3"|"2|5"|"5"
"The End of Mr. Y"|"Scarlett Thomas"|""|""|""|""|""
"The God Complex"|"Chris Titus"|""|""|""|""|""
"Curse of The Salute"|"Anastacia Moore"|""|""|""|""|""
"The Beech Tree"|"Don  Phelan"|""|""|""|""|""
"The Skeletons Holiday"|"Paul de Angelis, Marina Warner, Leonora Carrington, Kathrine Talbot"|""|""|""|""|""
"Everything the Darkness Eats"|"Eric LaRocca"|""|""|""|""|""
"Sons of Destiny"|"Darren Shan"|""|""|""|""|""
"Temptation and Denial"|"Adam Nicke"|""|""|""|""|""
"How To NOT Be An Idiot When You Get Divorced"|"Jaeson D. Rau"|""|""|""|""|""
"Goblinheart"|"Terra Bidlespacher, Brett Axel"|"8"|"7"|"6"|"7|6"|"6"
"Why We Never Repeat Jokes?"|"Ramzy Sweis"|""|""|""|""|""
"Muhammad, the World-Changer: An Intimate Portrait"|"Mohamad Jebara"|""|""|""|""|""
"The Koalemos Initiative"|"P.H. Wilson"|""|""|""|""|""
"Grim Fairy Tales"|"Adam Nicke"|""|""|""|""|""
"The Rootless"|"Angelo Tsanatelis"|""|""|""|""|""
"Panic"|", Lauren Oliver, "|""|""|""|""|""
"Dead End Girl"|"L.T. Vargus, Tim McBain"|""|""|""|""|""
"One Lost Soul"|"J.M. Dalgliesh"|""|""|""|""|""
"King of Wrath"|"Ana Huang"|""|""|""|""|""
"The Sound of Suffering"|"Darin C.  Brown"|""|""|""|""|""
"Brain Damage"|"Freida McFadden"|""|""|""|""|""
"Stellarlune"|"Shannon Messenger"|""|""|""|""|""
"The Flame of Olympus"|"Kate O'Hearn"|"1"|"4"|"3"|"2|5"|"5"
"The Darkest Temptation"|"Danielle Lori"|""|""|""|""|""
"Segment of One"|"Michael  Grigsby"|""|""|""|""|""
"Midnight Exposure"|"Melinda Leigh"|""|""|""|""|""
"Soul Cure: How to Heal Your Pain and Discover Your Purpose"|"Gregory Dickow"|""|""|""|""|""
"The Complete Poetry and Prose"|"William Blake, Harold Bloom, David V. Erdman"|""|""|""|""|""
"Drawpoint"|"Gregory Scott, L.T. Ryan"|""|""|""|""|""
"Sacrifices For Kingdoms"|"Patricia D'Arcy Laughlin"|""|""|""|""|""
"The Bridge To Caracas"|"Stephen Douglass"|""|""|""|""|""
"The Paul Street Boys"|"Ferenc Molnr, Masimiliano Longo"|"1"|"8"|"7"|"9|6|5|4|3|2|10"|"10"
"Believe Me"|"Tahereh Mafi"|""|""|""|""|""
"Jessica"|"Bryce Courtenay"|""|""|""|""|""
"In the Night Garden"|"Catherynne M. Valente"|""|""|""|""|""
"Get the Boy, Own the Future"|"Gabriel F.W. Koch"|""|""|""|""|""
"Dueling Fates"|"Stephanie M. Allen"|""|""|""|""|""
"Cloud Cuckoo Land"|"Anthony Doerr"|"7"|"9"|"8"|"10|6"|"6"
"If You're Reading This, It's Too Late"|"Pseudonymous Bosch"|""|""|""|""|""
"A Book About Absolutely Nothing."|"I.M. Nobody"|""|""|""|""|""
"Ins of My Soul"|"Isabel Allende"|""|""|""|""|""
"The Wheel of Time: Boxed Set"|"Robert Jordan"|""|""|""|""|""
"Puck's Legacy"|"Katie Hall-May"|""|""|""|""|""
"Thorn Queen"|"Richelle Mead"|"1"|"4"|"3"|"5|2"|"2"
"Wish You Well"|"David Baldacci"|""|""|""|""|""
"The Forest: A new Saskia van Essen crime mystery thriller"|"Miriam Verbeek"|""|""|""|""|""
"Surviving Chaos: How I Found Peace at A Beach Bar"|"Harold Phifer, Beth  Kallman-Werner"|""|""|""|""|""
"The Inmate"|"Freida McFadden"|""|""|""|""|""
"Fortune's Rocks"|"Anita Shreve"|"7"|"8"|"9"|"6|7"|"7"
"Ghost Doors"|"Frank  Lambert"|""|""|""|""|""
"Count Zero"|"William Gibson"|"8"|"9"|"7"|"6|9"|"9"
