"TITLE"|"AUTHOR"|"PACE"|"LENGTH"|"PLOT_COMPLEXITY"|"THEMES"|"MOOD"
"Shades of Earl Grey"|"Laura Childs"|""|""|""|""|""
"The Alpine Advocate"|"Mary Daheim"|""|""|""|""|""
"Killer Blonde"|"Laura Levine"|""|""|""|""|""
"The Body in the Belfry"|"Katherine Hall Page"|""|""|""|""|""
"Steamed"|"Susan Conant, Jessica Conant-Park"|""|""|""|""|""
"There Goes the Bride"|"M.C. Beaton"|""|""|""|""|""
"A Slice of Murder"|"Chris Cavender"|""|""|""|""|""
"Plum Spooky"|"Janet Evanovich"|"8"|"5"|"3"|"7"|""
"Spackled and Spooked"|"Jennie Bentley"|""|""|""|""|""
"The Cat Who Went Underground"|"Lilian Jackson Braun"|""|""|""|""|""
"A Drunkard's Path"|"Clare O'Donohue"|""|""|""|""|""
"Feint of Art"|"Juliet Blackwell, Hailey Lind"|""|""|""|""|""
"Staged to Death"|"Karen Rose Smith"|""|""|""|""|""
"The Good Husband of Zebra Drive"|"Alexander McCall Smith"|"8"|"7"|"6"|"9|5"|"5"
"Death of a Bore"|"M.C. Beaton"|"1"|"4"|"3"|"2|5"|"5"
"Christmas Cookie Murder"|"Leslie Meier"|"3"|"4"|"2"|"3"|"3"
"A Deadly Clich"|"Ellery Adams"|""|""|""|""|""
"Espresso Shot"|"Cleo Coyle"|"8"|"7"|"7"|"6"|"6"
"The Deep End"|"Julie Mulhern"|""|""|""|""|""
"Holiday Grind"|"Cleo Coyle"|"8"|"7"|"7"|"6"|"6"
"Murder of a Botoxed Blonde"|"Denise Swanson"|"7"|"6"|"8"|"7|6"|"6"
"Morality for Beautiful Girls"|"Alexander McCall Smith"|"8"|"7"|"6"|"9|5"|"5"
"Curses, Boiled Again!"|"Shari Randall"|""|""|""|""|""
"An Uninvited Ghost"|"E.J. Copperman"|"1"|"4"|"3"|"2|5"|"5"
"Kissing Christmas Goodbye"|"M.C. Beaton"|"1"|"2"|"3"|"4|5"|"5"
"Elvis and the Dearly Departed"|"Peggy Webb"|""|""|""|""|""
"Shop Till You Drop"|"Elaine Viets"|""|""|""|""|""
"Pleating for Mercy"|"Melissa Bourbon"|""|""|""|""|""
"Ghouls Just Haunt to Have Fun"|"Victoria Laurie"|""|""|""|""|""
"3 Men and a Body"|"Stephanie Bond"|"3"|""|""|""|""
"Revenge of the Wrought-Iron Flamingos"|"Donna Andrews"|""|""|""|""|""
"The PMS Murder"|"Laura Levine"|""|""|""|""|""
"The Main Corpse"|"Diane Mott Davidson"|"7"|"8"|"6"|"9|5"|"5"
"Agatha Raisin and the Day the Floods Came"|"Penelope Keith, M.C. Beaton, Julia Fischer"|""|""|""|""|""
"Murder Between the Covers"|"Elaine Viets"|""|""|""|""|""
"Latte Trouble"|"Cleo Coyle"|"3"|"4"|"2"|"5|3"|"3"
"Tempest in the Tea Leaves"|"Kari Lee Townsend"|""|""|""|""|""
"Agatha Raisin and the Wellspring of Death"|"M.C. Beaton"|""|""|""|""|""
"Death by Diamonds"|"Annette Blair"|""|""|""|""|""
"Sentenced to Death"|"Lorna Barrett"|""|""|""|""|""
"Aunt Dimity and the Family Tree"|"Nancy Atherton"|"1"|"2"|"3"|"4|5"|"5"
"Lowcountry Bookshop"|"Susan M. Boyer"|"1"|"2"|"3"|"4|5"|"5"
"No Rest for the Wiccan"|"Madelyn Alt"|""|""|""|""|""
"Stamped Out"|"Terri Thayer"|""|""|""|""|""
"Hounding the Pavement"|"Judi McCoy"|""|""|""|""|""
"Death by Pantyhose"|"Laura Levine"|""|""|""|""|""
"Parsley, Sage, Rosemary and Crime"|"Tamar Myers"|"7"|"8"|"6"|"9|5"|"5"
"Murder Most Frothy"|"Cleo Coyle"|""|""|""|""|""
"Death in the Stocks"|"Georgette Heyer"|"7"|"8"|"6"|"9|5|7|8|6"|"8"
"The Full Cupboard of Life"|"Alexander McCall Smith"|"8"|"7"|"6"|"7"|""
"Snobbery with Violence"|"Marion Chesney"|""|""|""|""|""
"I Am Half-Sick of Shadows"|"Alan Bradley"|"1"|"4"|"3"|"5|2"|"2"
"Front Page Fatality"|"LynDee Walker"|"3"|"4"|"5"|"2|3|4"|"4"
"The Deadly Dance"|"M.C. Beaton"|"1"|"4"|"3"|"2|5"|"5"
"Fiction Can Be Murder"|"Becky Clark"|""|""|""|""|""
"We'll Always Have Parrots"|"Donna Andrews"|"8"|"7"|"6"|"7|5"|"5"
"4 Bodies and a Funeral"|"Stephanie Bond"|"4"|""|""|""|""
"Where There's a Witch"|"Madelyn Alt"|""|""|""|""|""
"Death by Dumpling"|"Vivien Chien"|"3"|"4"|"2"|"3"|"3"
"Dying for Chocolate"|"Diane Mott Davidson"|"7"|"8"|"6"|"9|5"|"5"
"Shoes To Die For"|"Laura Levine"|""|""|""|""|""
"Indigo Dying"|"Susan Wittig Albert"|"3"|"4"|"5"|"2|3|4|5"|"4"
"The Crossing Places"|"Elly Griffiths"|""|""|""|""|""
"A Potion to Die For"|"Heather Blake"|""|""|""|""|""
"No Use Dying Over Spilled Milk"|"Tamar Myers"|""|""|""|""|""
"The English Breakfast Murder"|"Laura Childs"|""|""|""|""|""
"Defending Angels"|"Mary Stanton"|""|""|""|""|""
"Dire Threads"|"Janet Bolin"|""|""|""|""|""
"Going Overboard"|"Christina Skye"|""|""|""|""|""
"Murder on Washington Square"|"Victoria Thompson"|""|""|""|""|""
"Murder at the PTA Luncheon"|"Valerie Wolzien"|""|""|""|""|""
"The Green Mill Murder"|"Kerry Greenwood"|"7"|"8"|"9"|"6|5"|"5"
"Ghouls Gone Wild"|"Victoria Laurie"|""|""|""|""|""
"Death at Victoria Dock"|"Kerry Greenwood"|"7"|"8"|"9"|"6|7"|"7"
"FIRST HALF: Super Indy"|"Alex Letner"|""|""|""|""|""
"Southern Spirits"|"Angie Fox"|"1"|"4"|"3"|"2|5"|"5"
"Agnes and the Hitman"|"Bob Mayer, Jennifer Crusie"|"8"|"9"|"7"|"6"|""
"Grime and Punishment"|"Jill Churchill"|""|""|""|""|""
"A Decadent Way to Die"|"G.A. McKevett"|""|""|""|""|""
"Murder on Gramercy Park"|"Victoria Thompson"|""|""|""|""|""
"A Man of Some Repute"|"Elizabeth Edmondson"|""|""|""|""|""
"Smoke in Mirrors"|"Jayne Ann Krentz"|""|""|""|""|""
"The Man With a Load of Mischief"|"Martha Grimes"|"7"|"8"|"6"|"9|5"|"5"
"Evans Above"|"Rhys Bowen"|""|""|""|""|""
"Crewel Yule"|"Monica Ferris"|""|""|""|""|""
"Ocean Waves"|"Terri Thayer"|""|""|""|""|""
"The Clue is in the Pudding"|"Kate Kingsbury"|""|""|""|""|""
"Dealing in Murder"|"Elaine Flinn"|""|""|""|""|""
"The Widows of Malabar Hill"|"Sujata Massey"|"1"|"4"|"3"|"5|2"|"2"
"Tutu Deadly"|"Natalie M. Roberts"|""|""|""|""|""
"Wild Goose Chase"|"Terri Thayer"|""|""|""|""|""
"Flying Too High"|"Kerry Greenwood"|"7"|"8"|"9"|"6|5"|"5"
"High Rhymes and Misdemeanors"|"Diana Killian"|"7"|"8"|"6"|"9|5"|"5"
"Death Wears a Mask"|"Ashley Weaver"|"1"|"4"|"3"|"2|5|4|3"|"5"
"Silent in the Sanctuary"|"Deanna Raybourn"|"7"|"8"|"6"|"9|7"|"7"
"A Vision in Velvet"|"Juliet Blackwell"|""|""|""|""|""
"Between a Wok and a Hard Place"|"Tamar Myers"|""|""|""|""|""
"Portrait of a Dead Guy"|"Larissa Reinhart"|""|""|""|""|""
"As Chimney Sweepers Come to Dust"|"Alan Bradley"|""|""|""|""|""
"Murder on the Eightfold Path"|"Diana Killian"|""|""|""|""|""
"By Book or By Crook"|"Eva Gates"|""|""|""|""|""
"Death of an English Muffin"|"Victoria Hamilton"|""|""|""|""|""
"Flowers and Foul Play"|"Amanda Flower"|"7"|"8"|"6"|"9|5"|"5"
"Murder on the Menu"|"Miranda Bliss"|""|""|""|""|""
"The Crepes of Wrath"|"Tamar Myers"|"8"|"9"|"7"|"6"|""
"Bellfield Hall: or, the observations of Miss Dido Kent"|"Anna Dean"|"7"|"8"|"6"|"9|5"|"5"
"Sizzle and Burn"|"Jayne Ann Krentz"|"3"|"4"|"2"|"5|3"|"3"
"Brandy & Bullets"|"Donald Bain, Jessica Fletcher"|""|""|""|""|""
"Just Plain Pickled to Death"|"Tamar Myers"|""|""|""|""|""
"Single White Vampire"|"Lynsay Sands"|"1"|"8"|"7"|"6|5|9|4|3|2"|"2"
"Shoot from the Lip"|"Leann Sweeney"|""|""|""|""|""
"Murder Under a Mystic Moon"|"Yasmine Galenorn"|""|""|""|""|""
"Running Hot"|"Jayne Ann Krentz"|"8"|"7"|"6"|"7|6"|"6"
"A Catered Valentine's Day"|"Isis Crawford"|""|""|""|""|""
"Pardonable Lies"|"Jacqueline Winspear"|"3"|"4"|"5"|"2|4|3|5"|"4"
"Deadly Currents"|"Beth Groundwater"|""|""|""|""|""
"Ripped From the Pages"|"Kate Carlisle"|""|""|""|""|""
"Death of a Mad Hatter"|"Jenn McKinlay"|"3"|"4"|"5"|"2|3|4"|"4"
"Scoop to Kill"|"Wendy Lyn Watson"|""|""|""|""|""
"Assaulted Caramel"|"Amanda Flower"|""|""|""|""|""
"A New Leash on Death"|"Susan Conant"|""|""|""|""|""
"Late for the Wedding"|"Amanda Quick"|""|""|""|""|""
"Guidebook to Murder"|"Lynn Cahoon"|"1"|"4"|"3"|"2|5"|"5"
"The Square Root of Murder"|"Ada Madison, Camille Minichino"|""|""|""|""|""
"Fruit of All Evil"|"Paige Shelton"|""|""|""|""|""
"The Thirteen Problems"|"Agatha Christie"|"1"|"8"|"7"|"9|6|5|4|8|7"|"9"
"Blue Shoes and Happiness"|"Alexander McCall Smith"|"7"|"8"|"6"|"9|7"|"7"
"Murder at Mountjoy Manor"|"Elizabeth Ducie"|""|""|""|""|""
"The Mapping of Love and Death"|"Jacqueline Winspear"|"1"|"2"|"3"|"4|5|3|2|1"|"4"
"Fired Up"|"Jayne Ann Krentz"|"8"|"7"|"6"|"7|6"|"6"
"Dipped, Stripped, and Dead"|"Elise Hyatt"|""|""|""|""|""
"Masked Ball at Broxley Manor"|"Rhys Bowen"|"7"|"8"|"6"|"9|5"|"5"
"The Ghost and Mrs. Mewer"|"Krista Davis"|""|""|""|""|""
"Scone Cold Dead"|"Kaitlyn Dunnett"|"1"|"2"|"3"|"4|5"|"5"
"The Book Stops Here"|"Kate Carlisle"|""|""|""|""|""
"And a Puzzle to Die On"|"Parnell Hall"|"7"|"8"|"6"|"9|5"|"5"
"Buzz Off"|"Hannah  Reed"|""|""|""|""|""
"Death of a Witch"|"M.C. Beaton"|"8"|"7"|"6"|"7|6"|"6"
"Scent to Her Grave"|"Yasmine Galenorn, India Ink"|""|""|""|""|""
"How to Murder the Man of Your Dreams"|"Dorothy Cannell"|""|""|""|""|""
"Carnal Innocence"|"Nora Roberts"|"8"|"7"|"9"|"6|8"|"8"
"Faux Finished"|"Peg Marberg"|""|""|""|""|""
"Three Treats Too Many"|"Debra H. Goldstein"|"1"|"2"|"3"|"4|5"|"5"
"Parker Pyne Investigates"|"Agatha Christie"|"7"|"8"|"9"|"6|7|8|9"|"6"
"Murder of a Sleeping Beauty"|"Denise Swanson"|""|""|""|""|""
"Dying in the Wool"|"Frances Brody"|""|""|""|""|""
"The Secret, Book & Scone Society"|"Ellery Adams"|"3"|"4"|"5"|"2|4"|"4"
"Designer Dirty Laundry"|"Diane Vallere"|"3"|"4"|"5"|"2|3|4"|"4"
"Pillow Stalk"|"Diane Vallere"|"7"|"8"|"6"|"7|6"|"6"
"The Thousand-Dollar Tan Line"|"Rob Thomas, Jennifer Graham"|"7"|"8"|"9"|"6|5"|"5"
"One Coffee With"|"Margaret Maron"|""|""|""|""|""
"A Caribbean Mystery"|"Agatha Christie"|"7"|"8"|"9"|"6|7|8|9"|"6"
"Miss Seeton Draws the Line"|"Heron Carvic"|""|""|""|""|""
"The Cruelest Month"|"Louise Penny"|"8"|"9"|"7"|"8|7"|"7"
"Wicked Witch Murder"|"Leslie Meier"|""|""|""|""|""
"The Man in the Queue"|"Josephine Tey, Gordon Daviot"|""|""|""|""|""
"One Hex of a Wedding"|"Yasmine Galenorn"|"1"|"4"|"3"|"2|5"|"5"
"Murder by the Seashore"|"Samara Yew"|""|""|""|""|""
"Ghouls, Ghouls, Ghouls"|"Victoria Laurie"|""|""|""|""|""
"Murder Takes the Cake"|"Gayle Trent"|""|""|""|""|""
"They Do It With Mirrors"|"Agatha Christie"|"1"|"4"|"3"|"5|2"|"2"
"If Walls Could Talk"|"Juliet Blackwell"|"8"|"7"|"9"|"6|7"|"7"
"Sit, Stay, Slay"|"Linda O. Johnston"|""|""|""|""|""
"The Cat, the Professor and the Poison"|"Leann Sweeney"|""|""|""|""|""
"Motor Mouth"|"Janet Evanovich"|"8"|"6"|"7"|"5"|""
"Better Read Than Dead"|"Victoria Laurie"|""|""|""|""|""
"Picture Miss Seeton"|"Heron Carvic"|"8"|"7"|"6"|"7|5"|"5"
"The Merlot Murders: A Wine Country Mystery"|"Ellen Crosby"|"1"|"4"|"3"|"2|5|4|3"|"3"
"Tea Time for the Traditionally Built"|"Alexander McCall Smith"|"8"|"7"|"6"|"7|5"|"5"
"Plaster and Poison"|"Jennie Bentley"|""|""|""|""|""
"Bundle of Trouble"|"Diana Orgain"|"1"|"3"|"4"|"2|5"|"5"
"A Witch in Time"|"Madelyn Alt"|""|""|""|""|""
"Murder of a Sweet Old Lady"|"Denise Swanson"|""|""|""|""|""
"The Sibyl in Her Grave"|"Sarah Caudwell"|"8"|"7"|"9"|"6|7"|"7"
"Murder on the Ballarat Train"|"Kerry Greenwood"|"1"|"4"|"3"|"5|2"|"2"
"Larceny and Old Lace"|"Tamar Myers"|"1"|"3"|"4"|"2|5|3|4"|"4"
"Candy Apple Dead"|"Sammi Carter"|""|""|""|""|""
"Dead Man's Bones"|"Susan Wittig Albert"|""|""|""|""|""
"Bubbles Unbound"|"Sarah Strohmeyer"|""|""|""|""|""
"The Saturday Big Tent Wedding Party"|"Alexander McCall Smith"|"8"|"7"|"6"|"9|5"|"5"
"Death of a Cozy Writer"|"G.M. Malliet"|"1"|"4"|"3"|"5|2"|"2"
"Alibi in High Heels"|"Gemma Halliday"|""|""|""|""|""
"Force of Nature"|"Jane Harper"|"3"|"4"|"5"|"2|4"|"4"
"Off Kilter"|"Hannah  Reed"|"8"|"7"|"9"|"6|7"|"7"
"The Nature of the Beast"|"Louise Penny"|"1"|"4"|"3"|"5|2"|"2"
"The Last Camel Died at Noon"|"Elizabeth Peters"|"8"|"9"|"7"|"5|8"|"8"
"The Whole Enchilada"|"Diane Mott Davidson"|"1"|"2"|"3"|"4|5"|"5"
"Cappuccinos, Cupcakes, and a Corpse"|"Harper Lin"|""|""|""|""|""
"Fundraising the Dead"|"Sheila Connolly"|""|""|""|""|""
"Spying in High Heels"|"Gemma Halliday"|"8"|"7"|"6"|"7"|""
"The Brutal Telling"|"Louise Penny"|"8"|"9"|"7"|"8|7"|"7"
"Devil's Food Cake Murder"|"Joanne Fluke"|""|""|""|""|""
"A Murderous Glaze"|"Melissa Glazer"|""|""|""|""|""
"The Goodbye Body"|"Joan Hess"|""|""|""|""|""
"Love Lies Bleeding"|"Susan Wittig Albert"|""|""|""|""|""
"Hero at Large"|"Steffie Hall, Janet Evanovich"|"8"|"7"|"7"|"8|6"|"6"
"Driven to Ink"|"Karen E. Olson"|""|""|""|""|""
"A High-End Finish"|"Kate Carlisle"|""|""|""|""|""
"Meet Your Baker"|"Ellie Alexander"|""|""|""|""|""
"Lending a Paw"|"Laurie Cass"|"1"|"4"|"3"|"2|5"|"5"
"Undercover in High Heels"|"Gemma Halliday"|""|""|""|""|""
"Ink Flamingos"|"Karen E. Olson"|""|""|""|""|""
"The Perfect Paragon"|"M.C. Beaton"|"8"|"7"|"6"|"7|6"|"6"
"Old Maid's Puzzle"|"Terri Thayer"|""|""|""|""|""
"The Librarian's Vampire Assistant, Book 3"|"Mimi Jean Pamfiloff"|"3"|""|""|""|""
"Plain Vanilla Murder"|"Carol Durand"|""|""|""|""|""
"Ghost Busting Mystery"|"Daisy Pettles"|""|""|""|""|""
"Sugarplum Dead"|"Carolyn G. Hart"|""|""|""|""|""
"A Christmas Guest"|"Anne Perry"|""|""|""|""|""
"State of the Onion"|"Julie Hyzy"|""|""|""|""|""
"A Tisket, A Tasket, A Fancy Stolen Casket"|"Fran Rizer"|""|""|""|""|""
"Hot Stuff"|"Janet Evanovich, Leanne Banks"|"8"|"9"|"7"|"6"|""
"Wrack and Rune"|"Charlotte MacLeod"|""|""|""|""|""
"A Pedigree to Die For"|"Laurien Berenson"|""|""|""|""|""
"Jane and the Unpleasantness at Scargrave Manor"|"Stephanie Barron"|"7"|"8"|"6"|"9|7"|"7"
"A Lime to Kill"|"Summer  Prescott"|""|""|""|""|""
"The Kalahari Typing School for Men"|"Alexander McCall Smith"|"8"|"7"|"6"|"9"|""
"Miss Zukas and the Island Murders"|"Jo Dereske"|""|""|""|""|""
"A Superior Death"|"Nevada Barr"|"8"|"7"|"9"|"6|7"|"7"
"The Cereal Murders"|"Diane Mott Davidson"|"1"|"4"|"3"|"2|5"|"5"
"A Dilly of a Death"|"Susan Wittig Albert"|""|""|""|""|""
"6 Killer Bodies"|"Stephanie Bond"|"3"|"4"|"5"|"2|3|4"|"4"
"A Scone to Die For"|"H.Y. Hanna"|""|""|""|""|""
"Death Threads"|"Elizabeth Lynn Casey"|""|""|""|""|""
"Doom with a View"|"Victoria Laurie"|""|""|""|""|""
"Killer Hair"|"Ellen Byerrum"|"1"|"2"|"3"|"4|5"|"5"
"Crime Seen"|"Victoria Laurie"|""|""|""|""|""
"Maid for Murder"|"Barbara Colley"|""|""|""|""|""
"Carbs & Cadavers"|"Ellery Adams, J.B. Stanley"|"5"|"4"|"3"|"2|4"|"4"
"Cupcakes, Trinkets, and Other Deadly Magic"|"Meghan Ciana Doidge"|"1"|"4"|"3"|"2|5"|"5"
"Crime Brle"|"Nancy Herndon"|""|""|""|""|""
"Rum Cake Murder"|"Carol Durand"|""|""|""|""|""
"Sofie Metropolis"|"Tori Carrington"|""|""|""|""|""
"The Double Comfort Safari Club"|"Alexander McCall Smith"|"8"|"7"|"6"|"9|5"|"5"
"Murder at the Brightwell"|"Ashley Weaver"|"8"|"7"|"9"|"6|7"|"7"
"Strawberry Murder"|"Carol Durand"|""|""|""|""|""
"Pink Velvet Murder"|"Carol Durand"|""|""|""|""|""
"The Janus Stone"|"Elly Griffiths"|"8"|"7"|"9"|"6|7"|"7"
"Pinned for Murder"|"Elizabeth Lynn Casey"|""|""|""|""|""
"Murder of a Snake in the Grass"|"Denise Swanson"|""|""|""|""|""
"Murderers Prefer Blondes"|"Amanda Matetsky"|""|""|""|""|""
"Three Strikes, You're Dead"|"Elena Hartwell"|"1"|"4"|"3"|"2|5"|"5"
"Sticks & Scones"|"Diane Mott Davidson"|"7"|"8"|"6"|"9|5"|"5"
"Silent on the Moor"|"Deanna Raybourn"|"8"|"7"|"9"|"8"|""
"The Last Suppers"|"Diane Mott Davidson"|"1"|"4"|"3"|"2|5"|"5"
"Dark Tort"|"Diane Mott Davidson"|"7"|"8"|"6"|"5|9"|"9"
"The Transcendental Murder"|"Jane Langton"|""|""|""|""|""
"Chopping Spree"|"Diane Mott Davidson"|"3"|"4"|"2"|"5|3|4|2"|"5"
"The Grilling Season"|"Diane Mott Davidson"|"1"|"4"|"3"|"2|5"|"5"
"Gin & Daggers"|"Donald Bain, Jessica Fletcher"|""|""|""|""|""
"Cupcakes and Murder"|"Carol Durand"|""|""|""|""|""
"Ill Wind"|"Nevada Barr"|"1"|"4"|"3"|"2|5"|"5"
"Crouching Buzzard, Leaping Loon"|"Donna Andrews"|""|""|""|""|""
"The Coroner's Lunch"|"Colin Cotterill"|"7"|"8"|"9"|"6|5"|"5"
"Key Lime Die"|"Summer Prescott"|""|""|""|""|""
"Vision Impossible"|"Victoria Laurie"|""|""|""|""|""
"Organize Your Corpses"|"Mary Jane Maffini"|""|""|""|""|""
"In a Gilded Cage"|"Rhys Bowen"|""|""|""|""|""
"Mistletoe Man"|"Susan Wittig Albert"|""|""|""|""|""
"Lion in the Valley"|"Elizabeth Peters"|"1"|"2"|"3"|"4|5"|"5"
"The Librarian's Vampire Assistant"|"Mimi Jean Pamfiloff"|"1"|"3"|"4"|"2|3|4"|"3"
"Zip & Milly: Big Water #1-7"|"Alex  Valentine"|"1"|"7"|""|""|""
"A Ghostly Undertaking"|"Tonya Kappes"|""|""|""|""|""
"Witch's Tail"|"Melanie  Snow"|""|""|""|""|""
"A Dismal Thing to Do"|"Alisa Craig, Charlotte MacLeod"|""|""|""|""|""
"One Taste Too Many"|"Debra H. Goldstein"|""|""|""|""|""
"Dial Om for Murder"|"Diana Killian"|"7"|"8"|"6"|"9|5"|"5"
"Lowcountry Boughs of Holly"|"Susan M. Boyer"|"3"|"4"|"5"|"2|4|3|5"|"4"
"E is for Evidence"|"Sue Grafton"|""|""|""|""|""
"Murder at the Mortuary"|"Lee Strauss"|""|""|""|""|""
"Through a Glass, Deadly"|"Sarah Atwell"|""|""|""|""|""
"Lowcountry Boneyard"|"Susan M. Boyer"|"8"|"7"|"9"|"6|7"|"7"
"Two Bites Too Many"|"Debra H. Goldstein"|""|""|""|""|""
"Lowcountry Bombshell"|"Susan M. Boyer"|"8"|"7"|"9"|"6|7"|"7"
"The Last Illusion"|"Rhys Bowen"|""|""|""|""|""
"A Lesson in Secrets"|"Jacqueline Winspear"|"7"|"8"|"6"|"9|5"|"5"
"Tax Cut"|"Michele Lynn Seigfried"|""|""|""|""|""
"PARADOX: Super Indy"|"Alex Letner"|""|""|""|""|""
"Code Name: Bikini"|"Christina Skye"|""|""|""|""|""
"Fatally Flaky"|"Diane Mott Davidson, Barbara Rosenblat"|""|""|""|""|""
"Well Read, Then Dead"|"Terrie Farley Moran"|"3"|"4"|"5"|"2|3"|"3"
"Four Cuts Too Many"|"Debra H. Goldstein"|""|""|""|""|""
"Vera Wong's Unsolicited Advice for Murderers"|"Jesse Q. Sutanto"|""|""|""|""|""
"The Great Action"|"Alex Letner"|""|""|""|""|""
"THE YOGA WITH NO PANTS: Super Indy-The Last Half"|"Alex Letner"|""|""|""|""|""
"A Lady's Guide to Etiquette and Murder"|"Dianne Freeman"|"7"|"8"|"9"|"6|7"|"7"
"Uncommon Grounds"|"Sandra Balzo"|"7"|"8"|"6"|"9|5"|"5"
"A Lady's Guide to Mischief and Murder"|"Dianne Freeman"|""|""|""|""|""
"The Ghoul Next Door"|"Victoria Laurie"|""|""|""|""|""
"Rotten to the Core"|"Sheila Connolly"|""|""|""|""|""
"The Cat, the Lady and the Liar"|"Leann Sweeney"|""|""|""|""|""
"No Way to Kill a Lady"|"Nancy Martin"|""|""|""|""|""
"Death of Riley"|"Rhys Bowen"|""|""|""|""|""
"Pumpkin Spice Murder"|"Summer  Prescott"|""|""|""|""|""
"Killer Pancake"|"Diane Mott Davidson"|"7"|"8"|"6"|"5|9"|"9"
"Chocolate Filled Murder"|"Summer  Prescott"|""|""|""|""|""
"Murder by Lime"|"Summer Prescott"|""|""|""|""|""
"Raspberry Creme Murder"|"Carol Durand"|""|""|""|""|""
"Creamsicle Murder"|"Carol Durand"|""|""|""|""|""
"Live and Lime Die"|"Summer Prescott"|""|""|""|""|""
"Death, Limes and Videotape"|"Summer Prescott"|""|""|""|""|""
"The Lime and the Dead"|"Summer Prescott"|""|""|""|""|""
"Aunt Dimity's Christmas"|"Nancy Atherton"|"1"|"4"|"3"|"2|5"|"5"
"Murder on Monday"|"Ann Purser"|""|""|""|""|""
"Red Delicious Death"|"Sheila Connolly"|""|""|""|""|""
"Devil's Food Murder"|"Carol Durand"|""|""|""|""|""
"A Deadly Slice of Lime"|"Summer Prescott"|""|""|""|""|""
"Wanna Get Lucky?"|"Deborah Coonts"|""|""|""|""|""
"Deadly Notions"|"Elizabeth Lynn Casey"|""|""|""|""|""
"Death by Lime"|"Summer Prescott"|""|""|""|""|""
"A Wedding to Die For"|"Leann Sweeney"|""|""|""|""|""
"Wreath of Deception"|"Mary Ellen Hughes"|""|""|""|""|""
"The Cat Who Sang for the Birds"|"Lilian Jackson Braun"|"7"|"8"|"6"|"9|5"|"5"
"Something The Cat Dragged In"|"Charlotte MacLeod"|""|""|""|""|""
"For the Love of Mike"|"Rhys Bowen"|""|""|""|""|""
"The Rocky Road to Romance"|"Janet Evanovich"|"8"|"7"|"5"|"4"|""
"Trueman Bradley: Aspie Detective"|"Alexei Maxim Russell"|""|""|""|""|""
"Lowcountry Boondoggle"|"Susan M. Boyer"|"3"|"4"|"5"|"2|3"|"3"
"Shady Hollow"|"Juneau Black"|""|""|""|""|""
"Tough Cookie"|"Diane Mott Davidson"|"7"|"8"|"6"|"9|5"|"5"
"A Touch of Gold"|"Jim Lavene, Joyce Lavene"|""|""|""|""|""
"Murder of a Barbie and Ken"|"Denise Swanson"|""|""|""|""|""
"Vinyl Resting Place"|"Olivia Blacke"|""|""|""|""|""
"Oh Danny Boy"|"Rhys Bowen"|""|""|""|""|""
"In Like Flynn"|"Rhys Bowen"|""|""|""|""|""
"Mistletoe Murder"|"Leslie Meier"|""|""|""|""|""
"A Blush With Death"|"Yasmine Galenorn, India Ink"|"8"|"7"|"9"|"6|7"|"7"
"How to Murder Your Mother-In-Law"|"Dorothy Cannell"|""|""|""|""|""
"A Harvest of Bones"|"Yasmine Galenorn"|"1"|"4"|"3"|"2|5"|"5"
"Pretty in Ink"|"Karen E. Olson"|""|""|""|""|""
"Bookmarked to Die"|"Jo Dereske"|""|""|""|""|""
"Baking Bad"|"Kim M. Watt"|""|""|""|""|""
"With this Puzzle, I Thee Kill"|"Parnell Hall"|""|""|""|""|""
"Pushing Up Bluebonnets"|"Leann Sweeney"|""|""|""|""|""
"Buyer, Beware"|"Diane Vallere"|""|""|""|""|""
"Snake in the Glass"|"Sarah Atwell"|""|""|""|""|""
"Motif for Murder"|"Laura Childs"|""|""|""|""|""
"Murder on Bank Street"|"Victoria Thompson"|""|""|""|""|""
"Crazy Cool"|"Tara Janzen"|"8"|"9"|"7"|"6|7"|"7"
"It's a Mod, Mod, Mod, Mod Murder"|"Rosemary Stevens, Rosemary   Martin"|""|""|""|""|""
"Nursery Crimes"|"Ayelet Waldman"|""|""|""|""|""
"Kat's Cradle"|"Karen Kijewski"|""|""|""|""|""
"Odds on Miss Seeton"|"Heron Carvic"|""|""|""|""|""
"A Wee Christmas Homicide"|"Kaitlyn Dunnett"|"1"|"3"|"4"|"2|5"|"5"
"This Old Homicide"|"Kate Carlisle"|""|""|""|""|""
"Birds of a Feather"|"Jacqueline Winspear"|""|""|""|""|""
"Advent of Dying"|"Carol Anne O'Marie"|""|""|""|""|""
"Pumpkins in Paradise"|"Kathi Daley"|""|""|""|""|""
"Last Puzzle & Testament"|"Parnell Hall"|"7"|"8"|"6"|"9|5"|"5"
"Haunted on Bourbon Street"|"Deanna Chase"|"1"|"3"|"4"|"2|3|4"|"3"
"Miss Seeton Sings"|"Heron Carvic"|""|""|""|""|""
"A Sheetcake Named Desire"|"Jacklyn Brady"|""|""|""|""|""
"The Darling Dahlias and the Confederate Rose"|"Susan Wittig Albert"|"1"|"4"|"3"|"2|5"|"5"
"Killer in High Heels"|"Gemma Halliday"|"8"|"9"|"7"|"6"|""
"Murder on St. Mark's Place"|"Victoria Thompson"|""|""|""|""|""
"A Clue for the Puzzle Lady"|"Parnell Hall"|"8"|"9"|"7"|"8|9"|"9"
"While My Pretty One Knits"|"Anne Canadeo"|""|""|""|""|""
